budget,genres,homepage,popularity,production_companies,production_countries,runtime,spoken_languages,vote_average,vote_count,lang_english,year,holiday,revenue
19000000,3,0,4.476578,1,1,138,1,6.2,48,1,1990,0,10000000
17000000,1,0,6.567794,3,1,88,1,5.4,314,1,1999,1,65535067
60000000,3,1,19.96678,3,1,189,2,8.2,4166,1,1999,1,284600000
24000000,1,1,9.526781,3,1,126,1,6.9,285,1,1999,1,88545092
1300000,1,1,5.961382,2,1,118,1,7.6,133,1,1971,1,29133000
100000000,2,0,9.369918,5,2,131,1,6.9,998,1,1999,1,93700000
133000000,4,0,8.3595,3,2,84,1,5.8,998,1,1999,1,300135367
80000000,3,1,14.972573,1,1,74,1,7,300,1,1999,1,90874570
37000000,1,1,9.091636,3,1,188,3,7.5,844,1,1999,1,48451803
14000000,2,0,7.171138,2,3,104,1,5.8,26,1,1999,1,206128
10000000,2,0,3.143748,4,3,106,1,5.3,6,1,1999,0,929606
55000000,1,0,10.571434,3,1,163,1,6.8,430,1,1999,1,100230832
82000000,3,1,13.217419,1,1,118,1,6.9,444,1,1999,1,47434430
45000000,3,0,15.831374,2,1,102,1,6.9,722,1,1999,1,90683916
40000000,3,1,11.65502,4,1,139,2,7.1,790,1,1999,1,128798265
11000000,1,0,10.06545,1,1,98,1,6.5,145,1,2000,0,59827328
50000000,1,0,5.716009,3,1,146,1,7.2,401,1,1999,0,73956241
25,1,0,4.496585,2,2,145,1,7,59,1,1999,1,13
24000000,2,0,4.347609,1,1,124,2,5.7,53,1,1999,1,8434146
90000000,3,0,5.496624,4,2,91,1,4.9,109,1,2000,0,14828081
24554,1,0,0.154526,0,0,95,1,8.1,4,1,1998,0,140021
12000000,2,0,15.698433,3,1,151,2,7.8,445,1,1973,1,53267000
10000000,4,0,13.464246,1,2,96,2,6.6,178,1,1989,1,7825000
4500000,1,0,14.658885,2,1,90,1,7,330,1,1982,0,27092880
15000000,1,0,3.970538,4,2,120,1,6.4,49,1,1988,1,6908797
6000000,4,0,7.29114,2,1,76,2,7.4,218,1,1993,1,5617391
250000,3,0,1.924535,1,1,85,1,6.4,15,1,1991,1,609524
36000000,2,0,0.907927,7,1,95,1,4.6,14,0,2000,0,3003296
34000000,2,0,14.207001,3,1,202,2,7.3,377,1,1992,1,48169908
31000000,2,0,18.83065,1,1,100,1,6.5,713,1,1992,1,231605150
38000000,2,0,12.986842,1,1,107,1,5.9,384,1,1993,1,57319029
11700000,1,0,6.672715,3,1,110,2,6.5,196,1,1992,0,88036683
32000000,4,0,8.662287,2,1,120,2,6.7,383,1,1993,0,36733909
31000000,1,0,14.505987,2,1,157,2,7.3,763,1,1992,1,134095253
20000000,2,0,10.180776,1,1,94,2,6.5,738,1,1992,0,121697323
40000000,1,0,10.852038,2,1,128,1,6.8,362,1,1992,0,107458785
45000000,4,0,11.075674,2,1,117,1,6.4,440,1,1992,1,178051587
25000000,5,0,9.805017,3,1,129,1,6.2,681,1,1992,1,411006740
55000000,2,0,11.017417,1,1,104,1,6.3,655,1,1992,0,149022650
60000000,4,0,7.472753,2,1,140,1,6.3,294,1,1992,1,137783840
10000000,2,0,8.736538,3,1,134,1,7.3,429,1,1992,1,4160851
7000000,3,0,4.941989,3,1,86,1,5.3,192,1,1992,0,16624456
220000,3,0,9.972591,1,2,81,1,6.6,243,0,1992,0,2040920
1000000,2,0,6.417037,1,1,96,2,6.9,162,1,1992,0,2019469
40000000,2,0,9.738371,3,1,116,1,5.7,749,1,2000,0,161834276
16000000,1,0,7.246119,1,1,107,2,6,139,1,1992,0,48017402
6000000,3,1,12.457908,3,2,108,2,7.2,848,1,1999,0,30471
10000000,4,0,6.370105,2,1,101,1,5.4,24,1,2000,0,1631839
40000000,4,0,14.430311,1,2,119,5,6.3,1271,1,2000,0,144056873
30000000,2,1,7.023414,1,1,77,1,6.3,146,1,2000,0,45554533
200000,3,0,0.06431,2,1,93,0,4.5,1,1,2000,0,1160268
26000000,3,0,8.518425,1,1,118,2,6.5,202,1,2000,0,28780255
40000000,2,0,6.474767,4,2,94,1,5,42,1,2000,0,36037909
23000000,3,1,6.424399,1,1,108,1,6.7,1812,1,2000,0,53187659
41300000,2,0,12.061521,6,2,98,3,6.3,540,1,2000,0,106371651
1500000,3,1,10.891524,1,1,87,1,8.2,444,1,1931,0,19181
250000,2,0,8.168456,2,1,68,1,8,404,1,1921,0,2500000
42000000,1,0,12.11759,2,1,124,1,5.3,175,1,2000,0,32168970
6000000,3,0,0.651625,0,1,82,1,5.9,15,1,2000,0,9000000
16000000,3,0,4.372616,2,1,96,1,5.4,43,1,2000,0,15427192
25000000,1,0,2.971999,2,1,108,2,4.3,29,1,2000,0,24362772
2053648,1,0,2.691433,3,1,102,1,7.8,17,1,1999,1,500000
12000000,2,0,16.243093,1,1,120,1,6.9,112,1,1984,1,1400000
24500,1,0,1.783412,1,1,67,1,5.3,26,1,1963,1,4000000
90000000,1,0,9.021107,4,1,114,1,5.7,374,1,2000,0,60874615
38000000,3,0,11.316349,10,3,133,6,6.3,768,1,1999,0,58401898
2300000,2,0,4.806374,1,1,100,1,7.4,80,1,1979,1,20000000
9000000,2,0,6.484495,2,1,114,1,7.1,143,1,1986,1,28607524
7000000,2,0,6.924072,2,1,108,2,6.6,154,1,1988,1,50888000
1800000,3,0,7.530126,2,1,125,1,7.6,685,1,1975,0,46665856
777000,2,0,9.188584,3,1,110,1,6.9,330,1,1973,0,140000000
40000000,3,0,13.813146,4,1,189,2,7.5,513,1,1991,1,205405498
18000000,2,0,6.696292,5,1,95,1,5.6,115,1,1987,0,39321715
12000000,3,0,7.569698,1,1,83,1,5.5,21,1,1987,0,5669831
1805000,3,0,12.90707,1,1,98,4,6.2,27,1,1953,1,4905000
52000000,1,1,10.135446,1,1,131,2,7.1,730,1,2000,0,256271286
23000000,1,0,14.961416,3,1,98,2,6.4,1416,1,2000,0,53302314
16000000,4,0,14.785388,3,1,130,1,7.2,766,1,1991,1,45361000
2700000,1,1,7.525382,3,1,109,1,7,420,1,1978,0,141000000
6500000,1,0,10.465403,2,1,120,1,7.6,301,1,1989,1,37295445
10000000,2,0,2.715137,2,1,129,1,6.3,48,1,1990,0,16153593
14000000,2,0,7.701918,2,1,132,1,6,71,1,1991,1,32482682
3000000,4,0,12.968011,1,1,93,4,7,165,1,1974,0,22000000
2000000,3,0,7.965003,1,1,88,1,6.1,74,1,1982,0,45000000
9000000,4,0,12.829904,1,1,92,1,6.1,68,1,1985,1,16945171
5000000,4,0,3.595599,2,2,95,1,5,46,1,1994,0,1702394
927262,3,0,6.49432,1,1,107,1,8,425,1,1944,1,2500000
6000000,5,0,2.329486,4,1,91,1,4.7,27,1,1991,1,1193062
13500000,5,0,13.184585,2,2,93,2,6.5,486,1,1990,0,202000000
25000000,5,0,7.994266,2,2,88,1,5.8,290,1,1991,0,78000000
21000000,6,0,8.13688,3,2,96,1,5.1,189,1,1993,0,42000000
4200000,2,0,8.233168,2,1,114,3,6.4,217,1,1984,0,38376497
8700000,3,0,4.397712,2,1,109,1,6.9,14,1,1986,1,4865912
1500000,1,0,8.822276,1,1,92,1,6.6,370,1,1988,0,11806119
7000000,4,0,3.705714,1,1,104,1,5.7,46,1,1978,0,20000000
13000000,3,0,9.023282,2,1,121,1,7.1,658,1,1987,1,123922370
4000000,3,0,5.032469,1,1,108,1,7.6,174,1,1967,1,56666667
25000000,3,0,8.369176,2,1,115,2,6,334,1,2000,0,91036760
15000000,3,0,3.550711,1,1,94,1,5.1,38,1,2000,0,9902115
8500000,2,0,1.241671,3,2,105,1,6.5,22,1,2000,0,327418
1,2,0,8.159556,2,1,87,1,8.1,881,1,1936,0,8500000
2500000,3,0,4.526285,1,1,112,1,7.4,69,1,1963,1,10000000
2000000,1,0,9.333533,2,1,134,1,7.6,243,1,1961,0,7600000
20000000,2,0,10.610446,3,1,135,4,7.2,1122,1,1977,1,303788635
25000000,3,0,8.176863,2,1,113,1,7.3,376,1,1990,1,25965144
6500000,2,0,6.476534,2,1,108,1,6.8,120,1,1987,0,54215416
20000000,4,0,8.157587,2,1,121,1,6.8,264,1,1985,0,18432000
6000000,3,0,4.57535,1,1,108,1,6.4,53,1,1986,0,8200000
30000000,4,0,8.524956,2,2,113,2,7,636,1,2000,0,47126295
95000000,4,0,8.755188,2,1,89,1,7,892,1,2000,0,76432727
15000000,3,0,11.363754,4,2,106,1,5.7,160,1,2000,0,35007180
4653000,1,0,7.070669,2,1,120,2,7.2,96,1,1966,1,6000000
70000000,4,0,14.508137,2,1,144,1,6.7,1563,1,1991,1,300854823
2300000,2,0,7.186048,2,2,121,3,7.6,309,1,1978,0,35000000
20000000,2,0,15.020845,3,1,107,1,7.6,1085,1,1990,1,61276872
43000000,2,0,0.987196,3,0,119,0,5.2,17,1,1992,0,13300000
13000000,2,0,1.46034,1,1,107,2,5.7,14,1,1985,1,30867525
3800000,1,0,13.180457,2,1,121,2,7.8,391,1,1976,1,23689877
15000000,3,0,11.457803,1,1,114,2,6.9,155,1,1987,0,35509515
3700000,2,0,5.849522,2,1,135,3,7.4,303,1,1976,1,31800000
10000000,1,0,1.191035,2,1,98,1,4.6,20,1,1999,0,5241315
31000000,4,0,10.163266,1,1,118,1,7,473,1,2000,1,68106245
24000000,3,1,3.69298,2,1,107,1,4.7,51,1,2000,1,12372410
24000000,3,0,5.269733,2,1,115,2,6.1,68,1,2000,1,36609995
60000000,5,0,10.278274,3,1,128,2,6,178,1,2000,1,71000000
5000000,4,0,5.05047,1,1,118,2,6.4,94,1,1978,1,7230000
7000000,3,0,14.911301,1,1,97,1,6.5,125,1,1981,0,95461682
6000000,1,0,5.511756,3,1,105,2,5.8,156,1,1984,1,38435947
18000000,4,0,18.495694,6,1,107,2,7.3,2129,1,1987,1,98235548
30000000,2,0,2.960942,1,1,132,1,5.9,57,1,1991,1,74787599
7000000,3,0,13.686715,3,2,102,3,7.3,2128,1,2000,1,34266564
30000000,1,0,6.045585,3,1,127,3,5.9,161,1,2000,1,37036004
3800000,1,0,5.138367,3,1,97,3,6.5,60,1,1999,1,28200000
6500000,1,0,6.006812,1,1,125,5,7.2,227,1,1976,1,21709020
6000000,1,0,10.451986,2,1,98,1,6.7,370,1,1980,0,39846344
14000000,3,0,8.25719,4,1,90,2,5.6,70,1,2000,1,5108820
20000000,4,0,5.733227,1,1,124,2,7.5,93,1,2000,1,27728118
62000000,4,1,7.879924,3,2,116,4,6.1,345,1,2000,1,127666415
6000000,2,1,10.505387,1,1,97,1,7.1,841,1,1999,1,10409377
20000000,3,0,4.620936,1,1,124,1,5.8,74,1,1992,1,11390479
83000000,4,1,6.053595,2,1,90,1,4.4,140,1,2000,1,59468275
15000000,3,0,5.833133,2,1,120,1,6.9,159,1,2000,1,33771174
7000000,2,0,4.896026,2,1,90,1,6.8,91,1,2000,1,3728888
2500000,2,1,9.174221,2,6,117,1,6.7,107,0,1998,1,7235
1000000,2,0,0.293373,1,1,83,1,3.9,21,0,1993,1,1753979
103000000,3,0,23.186667,7,2,155,1,7.9,5566,1,2000,1,457640427
600000,2,0,4.988283,2,2,99,1,6.8,98,1,1999,1,4000000
160000,1,0,1.391503,1,1,86,1,5.7,18,1,1974,1,4000000
44000000,3,0,5.276926,5,1,118,2,3,259,1,2000,1,21400000
18000000,2,0,10.491734,1,1,115,1,6.8,95,1,2000,1,17200925
2000000,1,0,12.896203,2,1,112,1,6,35,1,2000,1,1568749
6000000,2,0,11.461437,2,1,90,1,6.6,239,1,1985,0,40940662
127500000,2,0,9.998415,2,1,82,1,6.2,563,1,2000,1,354248063
16000000,2,0,8.00158,2,1,93,1,5.9,550,1,2000,1,119754278
2500000,1,0,2.599219,2,1,91,1,6.4,18,1,1980,1,10000000
2000000,2,0,0.228526,2,1,93,1,3.4,5,1,1997,0,458815
125000000,3,1,18.97178,3,2,123,1,5.9,1966,1,2000,1,546388105
55000000,4,0,10.308442,3,2,110,3,6.2,756,1,2000,1,56932305
923000,3,0,6.202041,1,1,95,1,7.7,308,1,1925,1,2500000
6500000,3,1,9.356264,3,2,142,2,6.5,464,1,1969,1,81974493
14000000,3,1,9.781451,3,2,125,3,6.6,515,1,1977,0,185438673
34000000,4,1,10.576273,2,3,126,2,5.9,551,1,1979,1,210308099
7000000,3,1,12.127492,3,2,125,3,6.4,533,1,1974,1,97572000
30000000,2,0,7.978985,2,2,98,1,5.6,514,1,2000,1,173959438
4800000,4,0,11.53267,1,1,117,4,5.9,137,1,1980,0,22743674
6000000,4,0,8.522673,2,2,158,3,7.3,191,1,1961,1,28900000
25000000,2,0,13.72021,2,1,87,1,6,51,1,1992,0,10736401
2600000,2,0,13.233262,2,1,93,3,7.2,619,1,1974,0,119500000
10000,4,0,7.871001,2,1,89,1,7.5,500,1,1977,0,7000000
600000,1,0,13.295342,2,3,132,1,7.8,988,0,1965,1,15000000
26000000,4,0,11.890138,2,1,115,3,6.3,413,1,1990,0,61489265
4000000,1,0,12.650546,2,2,94,1,6.1,185,1,1981,1,125728258
6500000,1,0,5.269838,2,2,98,1,5.2,61,1,1983,1,33759266
9000000,1,0,3.208108,3,2,92,1,5,48,1,1985,0,20518905
35000000,3,0,11.736241,4,1,108,1,6,743,1,1990,1,57120318
27000000,2,0,9.389976,4,1,101,1,6.4,713,1,1987,1,38122105
22000000,4,1,9.763928,3,1,115,1,6.6,219,1,1984,1,28744356
16000000,3,0,15.133316,2,1,91,1,5.9,81,1,1988,1,32155047
400000,4,0,11.412619,3,1,93,1,6.6,1235,1,1979,1,100000000
2000000,4,0,11.189831,1,1,95,1,7.3,981,1,1981,1,24600832
12305523,3,0,12.689648,1,1,107,1,5.9,765,1,1985,1,36230219
17000000,3,0,7.290872,4,1,113,2,7,326,1,1987,0,17185632
17000000,2,0,6.706262,5,1,117,1,5.8,183,1,1986,0,6735922
15000000,5,0,7.048087,2,1,114,2,5.9,174,1,1984,1,17080167
7000000,5,0,14.054862,2,1,96,2,4.9,51,1,1988,0,20256975
90000000,3,0,14.091765,2,1,118,1,6.1,1511,1,2000,1,237202299
13000000,3,0,5.867426,6,3,93,1,5.4,14,1,2000,0,299792
4000000,4,0,3.73688,2,1,100,1,6.5,68,1,1971,0,12121618
1600000,3,0,13.245638,3,1,113,1,7.5,377,1,1974,1,4420000
5500000,3,0,11.844029,2,1,118,1,6.2,73,1,1978,0,24000000
3000000,3,0,12.842165,3,2,129,3,7.5,429,1,1973,1,29800000
1821052,1,0,11.046411,1,1,111,3,7.9,128,1,1951,1,1300000
3000000,2,0,4.506948,2,1,110,1,6.4,70,1,1974,1,12800000
25000000,4,1,11.109932,2,1,99,2,7.1,727,1,1986,1,11000000
16000000,3,0,10.070988,1,1,94,1,5.4,107,1,2000,1,20627372
46000000,4,0,7.420019,2,2,99,3,5.5,316,1,2000,1,107196498
75000000,5,0,7.515631,3,1,94,2,6.3,320,1,2000,1,36754634
3000000,1,0,2.753674,5,1,96,3,7.2,44,0,1999,0,6000000
45000000,3,0,11.834245,4,1,84,1,6.5,1190,1,2000,1,224834564
51000000,1,0,9.95456,2,1,116,2,6.1,956,1,2000,1,149270999
110000000,4,0,15.960788,4,2,165,1,6.8,1130,1,2000,1,215294342
76000000,5,0,11.880936,4,2,88,1,3.9,89,1,2000,1,35134820
120000000,1,0,18.911961,3,1,130,1,6.2,609,1,2000,0,325756637
1500000,4,0,6.241185,1,1,101,2,5.2,107,1,1984,1,22812411
2410000,3,0,9.110348,2,1,100,2,5,65,1,1985,0,10755447
2500000,2,0,2.291511,1,1,100,1,6.1,52,1,1990,0,26386000
2142000,5,0,1.424722,2,1,112,1,5.4,6,1,1973,1,1458000
1978000,4,0,0.760855,2,1,104,1,6.1,7,1,1972,1,10000000
65000000,3,1,15.045725,1,1,104,1,6,242,1,2000,0,69700000
19000000,1,0,12.446738,4,1,88,1,6,1468,1,2000,0,278019771
1200000,1,0,4.928139,1,1,85,1,6.5,101,1,1999,0,2600000
8200000,4,0,10.403992,2,1,107,1,6.4,525,1,1984,0,80035402
6000000,1,0,8.441279,2,1,144,1,6.2,38,1,1946,1,20400000
75000000,3,0,0.954467,6,1,104,1,6.8,4172,1,2000,0,296339527
15000000,1,1,1.991904,1,1,105,2,4.7,15,1,2000,0,5217498
100000000,4,0,9.500497,3,1,130,1,6.3,504,1,2000,0,155464351
30000000,5,1,7.554848,7,2,84,2,6.4,201,0,1999,0,133949270
3500000,5,0,3.502655,2,1,113,1,6.3,39,1,1977,0,16000000
35000000,1,0,11.787942,2,1,100,1,6.7,265,1,1991,1,63710000
2000000,1,0,5.378481,1,1,88,2,6.6,218,1,1972,0,18016290
3000000,2,0,5.165666,1,1,85,1,7.5,176,1,1975,1,20173742
84000000,4,0,6.671316,2,1,106,1,4.7,338,1,2000,0,123307945
45000000,4,0,15.650836,2,1,100,1,5.8,590,1,2000,0,113916474
95000000,3,0,7.912103,2,2,112,1,5.6,645,1,2000,0,190213455
65000000,3,1,7.45761,6,1,130,1,6.3,407,1,2000,0,128884132
10000000,2,0,5.13955,6,2,93,2,6.3,115,1,2000,0,26330482
6000000,2,0,8.976337,2,1,89,1,5.5,65,1,1993,1,13609396
4000000,3,0,8.418662,3,2,144,3,7.2,191,1,1970,1,5200000
3000000,4,1,8.733192,3,1,97,1,6.3,97,1,1988,0,7282851
3500000,2,0,11.841506,2,1,86,1,5.9,108,1,1988,1,4385516
30000000,3,0,3.034244,2,1,101,1,5.2,12,1,1994,1,3180674
33000000,3,0,13.234894,5,2,107,1,6,442,1,2000,0,104155843
1000000,4,0,2.80298,1,1,107,1,5.9,44,0,1999,1,10037390
12000000,2,0,15.698222,1,1,85,1,7.1,1020,1,1988,1,78756177
23000000,2,0,9.794569,1,1,85,1,6.6,556,1,1991,1,86930411
3100000,2,0,6.63816,1,1,118,1,7.3,143,1,1953,1,20000000
35000000,4,0,11.932675,4,2,124,1,4.7,108,1,1984,1,14296438
40000000,3,0,9.800232,4,2,117,1,5.6,136,1,2000,0,30199105
28000000,1,1,6.402888,1,1,98,1,5.8,574,1,2000,0,90449929
25000000,3,0,11.430964,2,1,87,3,4.4,107,1,2000,0,15843608
8500000,4,0,6.03633,0,1,119,2,6.4,106,1,2000,0,19125401
60000000,2,0,9.086699,3,1,122,1,7.4,807,1,2000,0,47383689
25000000,2,0,11.839267,2,1,110,3,6.4,104,1,2000,0,260562
14000000,1,0,12.243528,3,2,97,1,4.4,102,1,2000,0,38574362
12800000,3,0,10.684806,26,12,140,1,7.7,392,1,2000,1,40031879
1000000,3,0,1.795849,0,1,94,3,6.3,26,1,2000,0,1744858
30000000,1,1,6.587726,4,1,113,1,7.4,835,1,2000,0,136706683
1000000,1,0,10.81305,4,1,94,1,6.9,464,1,1987,0,14564027
3000000,2,0,8.541732,4,1,97,1,6.3,227,1,1988,1,12090735
5000000,3,0,6.546551,3,2,93,1,5.3,160,1,1992,0,12534961
1580000,3,0,3.013584,2,1,105,2,5.4,35,1,1961,0,7000000
5115000,2,0,12.53841,1,1,100,1,6.7,108,1,1966,0,12000000
63600000,4,0,6.047757,4,1,102,1,4.8,147,1,2000,1,19412993
55000000,2,0,14.178281,4,1,108,1,6.6,1743,1,2000,1,330444045
4500000,2,1,6.874828,1,1,102,1,7.9,2525,1,2000,1,7390108
24000000,1,0,3.755409,1,1,84,1,5.7,35,1,2000,1,13700000
1000000,3,0,4.734765,1,1,81,1,4.2,58,1,1984,1,35000000
5000000,3,0,12.158424,6,2,110,1,7.4,774,1,2000,1,110000000
48000000,3,0,8.781588,3,1,93,3,5.6,526,1,2000,1,90383208
40000000,2,0,10.479723,2,1,122,1,7,447,1,2000,1,55707411
22000000,2,0,9.41834,1,3,95,2,6,79,1,2000,1,13555988
92000000,5,0,9.774985,1,1,98,5,5.6,1253,1,2000,1,264105545
80000000,2,0,9.034884,5,1,126,1,6.4,259,1,2000,1,39459427
32000000,1,0,7.177649,1,1,129,1,7,556,1,2000,0,48814909
80000000,3,0,8.534176,5,2,106,1,5.4,271,1,2000,1,33463969
7200000,3,1,12.00491,3,2,120,2,6.3,562,1,1971,1,116019547
82000000,1,0,8.41311,1,1,123,1,5.7,603,1,2000,1,96085477
35000000,2,0,13.349518,1,1,106,1,5.5,120,1,2000,1,36779296
123000000,3,1,11.642462,2,2,104,1,6.2,1440,1,2000,1,345141403
30,4,0,5.568359,3,2,78,1,6,101,0,2000,0,103
85000000,2,0,7.668752,2,1,100,1,5.1,327,1,2000,1,183611771
13500000,1,0,5.387711,5,3,124,1,6.8,129,1,2000,1,7060876
75000000,3,0,14.67855,4,1,106,1,6.9,1994,1,2000,1,248118121
17000000,4,0,19.944953,8,4,120,1,7.2,949,0,2000,1,213525736
35000000,4,0,4.884311,3,2,107,2,3.9,159,1,2000,1,15185241
75000000,3,1,6.548229,2,3,124,2,5.9,287,1,2000,1,215663859
25000000,3,0,7.492912,1,2,132,1,6.5,109,1,1984,1,8613462
40000000,3,1,12.189038,2,2,130,7,6.2,447,1,1987,1,191185897
6000000,1,0,6.759181,4,1,84,2,7.1,134,1,1986,0,5849647
15000000,2,0,11.672701,1,1,126,1,7,557,1,1987,1,43848069
14000000,2,0,13.617646,2,1,145,2,6.7,403,1,1989,1,161001698
4000000,1,0,6.865513,2,2,110,1,6.7,46,1,1988,1,3468572
20000000,1,0,6.526379,4,1,97,1,6.5,144,1,1985,1,45833132
10000000,2,0,14.014025,3,2,103,2,7.7,2953,1,2000,0,83557872
15000000,2,0,5.764399,1,1,123,1,5.1,41,1,1988,1,21032267
25000000,3,0,8.9256,3,2,121,2,6.8,979,1,2000,1,152500343
13000000,1,0,10.890236,2,1,83,3,5.3,523,1,2000,1,73180723
100000000,5,0,12.297375,2,1,78,1,7.2,1544,1,2000,1,169327687
6,2,0,11.179864,2,1,122,1,6.6,91,1,2000,0,8
70000000,2,0,9.963079,4,1,127,2,6.1,1021,1,2000,1,374111707
43000000,1,0,10.536255,4,1,136,1,7,305,1,2000,1,80049764
10000000,4,0,7.886926,2,1,111,1,6.4,288,1,2000,1,12008642
90000000,2,0,21.296343,4,1,143,2,7.5,3304,1,2000,1,429632142
10000000,2,0,2.492547,11,4,140,2,6.4,25,1,2000,0,5164404
45000000,3,0,9.510762,4,1,111,4,6.1,987,1,2000,1,212000000
26000000,3,0,12.434175,5,3,106,1,7.3,1144,1,2000,0,71868327
28000000,2,0,6.000716,3,1,99,1,4.6,150,1,2000,1,33000337
80000000,2,0,10.204559,2,1,145,2,6.9,192,1,2000,1,34566746
48000000,3,0,8.338222,5,2,147,2,6.9,573,1,2000,1,207515725
8000000,2,0,12.691457,1,1,92,2,6.6,149,1,2000,1,8279017
50000000,4,0,8.997507,2,1,127,1,6.2,203,1,1982,1,57059003
10000000,2,0,5.402262,5,1,105,1,5.8,108,1,1991,1,25196249
12000000,5,0,4.73816,3,1,167,3,6.5,63,1,1960,1,7900000
6500000,2,0,10.092348,1,1,111,1,6.7,67,1,1986,1,2347000
30000000,3,1,8.142166,4,2,108,1,5.8,156,1,2001,0,18195610
13000000,4,0,4.794088,2,1,112,1,6.3,359,1,2001,0,91038276
1000000,3,0,7.554807,0,1,88,1,6.8,27,1,2000,1,779137
35000000,4,1,12.806634,5,1,123,1,6.6,221,1,2001,0,29400000
11000000,2,0,7.715908,1,1,81,1,5.7,60,1,2001,0,13276953
35000000,1,0,8.056016,6,1,103,1,5.4,433,1,2001,0,94728529
3000000,3,0,15.170192,2,1,100,1,7.3,80,1,1987,0,3221568
20000000,3,0,9.200336,3,1,100,1,6.1,627,1,1987,1,299965036
15000000,3,0,8.503483,2,1,105,1,6.8,985,1,1984,1,316360478
1800000,4,0,9.104462,3,1,94,1,6.7,167,1,1987,0,31623833
10000000,1,1,2.849779,2,1,99,1,6,67,1,1987,1,14000
35000000,3,0,10.220906,2,1,153,3,7.3,491,1,1987,1,22238696
3000000,2,0,5.712291,2,1,92,1,5.5,40,1,1987,1,23509382
350000,1,0,10.421679,1,1,85,1,7.3,913,1,1981,1,29400000
55000000,3,0,3.986985,1,1,107,1,4.3,29,1,1987,1,14375181
23000000,2,0,9.327986,1,1,89,1,3.5,227,1,1987,0,51881013
1,3,0,4.028679,3,1,98,3,6.1,77,1,1987,1,12396383
8500000,2,0,9.099731,1,1,97,1,6.8,545,1,1987,0,32222567
6000000,3,0,8.525782,1,1,89,1,5.5,130,1,1987,0,42721196
22000000,5,0,7.106954,3,1,106,1,5.1,196,1,1987,0,17336370
12000000,5,0,7.075534,4,1,82,3,6.8,146,1,1987,0,3769990
14000000,2,0,5.594987,1,1,86,1,5.3,73,1,2001,0,10424470
87000000,4,0,2.48875,4,2,131,1,6.4,1296,1,2001,0,351692268
22000000,3,0,8.526823,3,1,90,4,5.4,155,1,2001,0,19351569
10000000,4,0,4.195694,2,1,83,1,6.6,68,1,2001,0,44460850
40000000,2,0,14.840318,2,1,119,1,6.4,292,1,2001,0,65754228
75000000,5,0,8.893957,3,1,93,1,4.2,79,1,2001,0,5409517
62000000,5,0,4.76448,3,1,125,1,5.8,181,1,2001,0,18720175
57000000,4,0,9.958406,4,2,123,2,5.8,453,1,2001,0,147845033
1900000,3,0,1.075939,3,1,104,1,6.5,14,0,2000,0,2070806
60000000,3,0,12.149946,4,2,120,4,5.7,194,1,2001,0,56359980
20000000,2,0,3.961342,1,1,199,1,6.5,41,1,1965,0,15473333
3000000,1,0,6.409512,1,1,146,1,7.3,41,1,1960,1,10400000
2000000,1,0,2.921405,1,1,104,1,5.9,42,1,1980,0,11000000
4000000,5,0,13.90542,4,2,93,1,5.4,117,1,1990,0,16853487
15000000,4,0,6.600651,1,1,110,1,5.3,219,1,1991,0,30102717
23000000,2,1,7.338188,3,1,98,1,6.1,86,1,1991,0,7434726
7000000,1,0,3.132019,2,2,100,2,4.5,31,1,1983,1,1246141
31000000,3,0,5.55237,1,1,110,1,6.5,124,1,1990,1,35419397
15000000,3,0,0.338943,2,1,119,1,6.8,340,1,1986,0,8620929
7920000,1,0,11.162277,2,1,140,4,6.7,121,1,1978,1,14560084
2900000,3,0,9.460843,1,1,121,1,6.4,71,1,1974,0,43008075
1250000,2,0,4.412794,2,1,88,1,5.3,62,1,1984,0,3412497
68000000,1,0,10.704813,8,4,131,3,7.2,1023,1,2001,0,96976270
50000000,3,1,12.280827,3,2,101,1,5.3,111,1,2001,0,79958599
9000000,2,1,15.450789,4,1,113,1,8.1,4168,1,2000,1,39723096
35000000,4,0,9.576745,3,1,88,2,5.5,893,1,2001,0,147934180
11000000,2,0,4.63422,2,1,95,1,4.9,75,1,2001,0,23430766
21000000,2,0,6.226933,2,2,109,2,6.2,97,1,2001,0,28008462
2000000,2,0,5.958138,2,1,154,1,7.6,537,0,2000,1,20908467
60000000,4,0,13.214068,6,3,104,2,6.1,408,1,2001,1,105178561
53000000,2,0,12.332223,1,1,124,1,7.4,1352,1,2001,1,83282296
16000000,5,1,10.264597,8,1,93,1,6,143,0,2000,0,68411275
1000000,4,0,0.202478,1,1,119,1,7.3,4,1,2001,0,852206
25000000,3,0,10.780524,5,4,97,1,6.6,1397,1,2001,1,281929795
17700000,5,0,10.442468,2,1,91,1,5.5,247,1,2001,1,30987695
21150000,2,0,6.640385,3,2,92,1,4.7,149,1,2001,1,39438674
25000000,4,0,11.299673,1,1,170,2,8,3017,1,1983,1,65884703
94000000,1,0,5.310558,4,3,116,3,4.5,180,1,2001,1,54744738
90000000,2,0,1.901065,1,0,104,1,4.1,18,1,2001,1,10372291
98000000,3,0,16.945657,3,1,130,2,6,2258,1,2001,1,433013274
31115000,3,0,8.591238,3,3,248,2,6.7,148,1,1963,1,71000000
27000000,3,0,9.848674,2,4,117,1,5.8,130,1,1983,0,16519460
17000000,1,0,5.036929,2,1,136,1,6.9,87,1,1982,0,29712172
12000000,2,0,4.497919,2,1,104,1,7,14,1,1993,1,1703282
