budget,genres,homepage,popularity,production_companies,production_countries,runtime,spoken_languages,vote_average,vote_count,lang_english,year,holiday,revenue
30000000,3,1,8.234382,5,1,94,3,6.3,808,1,2012,1,40346186
6600000,1,1,2.664211,5,1,112,1,6,57,1,2011,1,37710610
150000000,2,1,10.665859,7,2,113,1,5.7,2383,1,2012,1,245527149
65000000,1,1,7.446085,1,1,83,2,5.9,1789,1,2012,1,179379533
225000000,3,1,10.684385,5,1,106,1,6.3,4228,1,2012,1,624026776
170000000,3,1,18.751554,2,1,127,1,5.8,3183,1,2012,1,396600000
12000000,2,0,3.78207,2,3,93,2,6.8,44,0,2011,1,1428291
60000000,4,0,10.271517,3,1,88,1,6.4,379,1,2012,0,118338361
130000000,3,1,16.624854,4,2,124,2,6.3,5152,1,2012,1,403170142
5000000,3,0,5.875181,5,1,100,1,6.5,325,1,2012,1,9206470
10000000,3,1,4.163207,1,1,100,1,6.3,39,1,2010,0,55089
35000000,1,1,9.295078,3,1,98,1,5.3,402,1,2012,0,24159934
16000000,3,1,8.692433,5,1,94,1,7.6,1701,1,2012,1,68263166
1200000,2,1,3.174936,0,1,122,2,7.3,61,0,2012,0,16000000
20000000,2,0,3.174512,4,1,113,2,5.8,63,1,2011,1,17479
12468389,1,0,6.116093,9,2,97,1,5.9,137,1,2011,1,29007412
20500000,1,1,6.087109,10,4,109,1,5.1,337,1,2012,1,6063556
40000000,2,1,5.446745,4,1,91,1,6,381,1,2012,0,22044277
14000000,2,0,1.36737,1,1,93,1,5,2,1,1997,0,161001698
750000,4,0,7.067494,2,1,85,1,6.8,562,1,2012,1,4007792
145000000,2,0,13.829042,1,1,93,3,6.4,1857,1,2012,1,746921274
125000,2,1,10.850569,1,1,90,1,6.5,140,1,2011,0,3200000
185000000,6,1,15.876341,2,1,93,1,6.7,4760,1,2012,1,538983207
9000000,2,1,7.720692,4,2,102,3,5,155,1,2012,0,8303261
40000000,3,1,7.271503,4,1,110,1,5.8,611,1,2012,1,79700000
17000000,2,0,7.812646,4,3,111,2,5.6,564,1,2012,1,73244881
69000000,3,0,7.922636,5,1,94,1,5.5,1297,1,2012,1,112265139
4600000,4,0,5.805666,4,1,117,1,5.9,63,1,2010,1,1163967
12000000,2,1,4.482331,1,1,145,2,6.4,35,1,2012,1,9622846
75000000,4,1,12.558042,4,1,123,2,6,392,1,2012,1,59418613
10000000,4,0,6.947533,4,1,101,1,6.3,713,1,2012,1,9636289
50000000,2,1,19.638605,3,1,106,1,6.3,4811,1,2012,1,549368315
7000000,2,1,8.732425,2,1,110,1,6.1,1062,1,2012,1,167221571
25000000,2,1,7.323283,13,4,137,2,5.5,312,1,2012,1,8784318
215000000,3,1,31.102267,3,1,136,1,6.5,6734,1,2012,1,752215857
95000000,4,1,13.26958,2,1,88,1,6.2,2731,1,2012,1,877244782
1800000,2,1,5.550496,3,1,93,1,6.8,411,1,2012,1,21107746
16000000,1,0,14.906621,2,1,114,1,6.6,206,1,2012,1,12434778
45000000,3,1,13.248022,3,1,131,1,6.2,784,1,2012,0,82966152
68000000,1,0,13.276971,8,1,98,1,5.3,899,1,2012,0,68267862
8000000,1,0,4.68182,3,3,91,3,5.4,94,1,2012,0,1653792
10000000,3,1,6.452069,4,1,102,1,6.4,433,1,2011,0,3665069
125000000,4,1,16.42635,5,2,121,1,5.8,2540,1,2012,0,198802074
1,2,1,4.060122,5,1,90,1,5.1,73,1,2011,1,1378
200000000,3,1,20.309585,1,2,143,1,6.9,7718,1,2012,1,1108561013
30000000,3,0,7.255301,5,1,100,1,5.8,287,1,2012,0,114281051
60000000,4,1,10.425038,2,1,90,1,6.7,808,1,2012,0,107139399
22000000,2,0,10.225555,1,1,94,1,6,229,1,2012,0,77112176
8000000,4,1,7.030308,4,1,122,1,6.7,68,0,2011,0,49000000
2000000,3,1,7.148558,4,1,100,3,5.5,225,1,2012,0,14400000
35000000,3,1,5.654784,1,1,91,2,6.2,848,1,2012,0,31083599
26000000,2,1,7.968423,8,1,115,1,6.8,1055,1,2012,0,53676580
5000000,3,1,5.615205,3,1,83,1,4.1,319,1,2012,1,8493728
3000000,2,0,8.950643,3,2,90,1,5.1,195,1,2012,0,3010
14000000,2,1,7.286477,2,2,92,1,5.8,509,1,2012,0,85446075
25000000,2,1,7.594334,3,1,154,1,7.1,396,0,2010,1,48531470
17000000,2,1,7.683008,4,1,82,1,4.5,140,1,2012,0,9627492
3000000,2,1,10.893224,2,1,87,1,5.3,457,1,2012,0,11947954
6000000,2,1,6.089971,2,1,96,2,6.4,384,1,2012,0,13231461
17000000,3,1,11.03595,1,1,112,1,7.3,2310,1,2012,0,115350426
20000000,2,0,11.112153,6,1,93,2,4.8,277,1,2012,1,16863583
30000000,3,1,12.727269,4,2,118,1,6.6,4777,1,2012,0,47042000
70000000,1,1,8.923755,3,1,116,1,5.5,460,1,2012,1,58058367
2500000,4,1,9.291494,6,1,85,1,6.8,454,1,2012,0,3325038
65000000,3,1,0.948759,1,4,95,1,5.6,1618,1,2012,0,240159255
32000000,1,0,8.074218,3,1,137,1,7,720,1,2012,0,28258060
50000000,2,1,12.1524,5,4,95,1,6.6,1971,1,2012,0,41037742
12000000,2,0,5.808496,8,1,100,1,6.1,300,1,2012,0,35485056
7000000,3,0,7.45279,7,1,109,2,7.2,1186,1,2012,0,48126384
13000000,2,1,12.775679,2,1,102,1,7.7,3056,1,2012,0,33400000
3800000,1,0,8.462801,9,2,115,3,7.9,946,0,2012,0,16800000
250000,1,0,0.386717,1,1,97,1,5.5,3,1,2010,1,23859
2000000,3,0,2.315249,1,1,108,1,7.1,39,0,2012,0,1620436
14000000,2,0,2.24386,4,1,116,2,5.8,36,1,2012,0,24637469
14000000,1,0,11.535478,11,2,119,1,6,381,1,2012,0,13551174
45000000,3,0,16.376482,6,1,91,3,6.1,2783,1,2012,0,376141306
12500000,1,0,5.526878,4,1,107,1,5.4,244,1,2012,0,1353868
8000000,3,1,8.168448,6,4,137,4,7.2,244,0,2012,0,7594693
6900000,2,0,8.513457,3,1,101,1,5.6,566,1,2012,0,44287131
2500000,1,1,1.221216,0,1,87,1,4.6,19,1,2012,0,33400000
9500000,2,1,8.59498,1,2,168,2,7.7,190,0,2012,1,12250
947000,2,0,0.631309,1,1,85,1,5.2,5,1,1934,1,1120000
15400000,2,0,8.400049,16,2,123,3,7.1,438,0,2012,1,25762027
12000000,2,1,8.960713,4,1,93,1,6.5,88,1,2012,1,32726956
39000000,3,1,10.296047,1,1,87,1,6.6,951,1,2012,1,35287788
3000000,3,0,12.490637,5,1,110,4,6.8,1611,1,2012,0,77712439
85000000,4,1,16.231945,2,1,91,1,6.8,2622,1,2012,0,358375603
44500000,2,1,14.238234,3,1,120,2,7.1,3473,1,2012,1,232324128
15000000,2,1,9.643538,4,1,110,2,6.7,1224,1,2012,0,19422261
30000000,3,1,9.382577,1,1,86,1,4.8,135,1,2011,1,13521829
1400000,3,0,9.777219,2,1,320,1,7,83,0,2012,1,4100000
5000000,1,0,6.188286,4,1,95,1,5.2,574,1,2012,1,142817992
45000000,4,0,8.279285,1,1,101,2,5.1,303,1,2012,1,30353232
102000000,2,1,13.494246,8,4,172,1,6.6,3031,1,2012,1,130482868
20000000,3,0,5.745206,2,2,94,1,5.1,435,1,2012,1,52302796
2500000,2,0,1.659692,0,1,100,1,6.7,23,1,2009,0,352810
15000000,2,1,6.777326,5,1,97,1,5.8,751,1,2012,0,37930465
1000000,3,0,5.760319,2,1,98,1,6.6,183,1,2012,1,9138338
500000,1,0,4.893812,1,1,85,1,6.3,88,1,2012,0,376597
165000000,4,1,13.697597,1,1,108,1,7.1,4656,1,2012,1,471222889
17000000,1,0,0.963345,2,1,105,1,5.3,1,1,1982,1,946461
21000000,3,1,14.488111,1,1,122,1,7,4840,1,2012,0,205738714
31000000,1,1,10.973822,3,1,138,1,6.5,2449,1,2012,1,161772375
120000000,3,1,14.045042,6,3,127,6,7.2,5912,1,2012,1,609016565
15000000,1,0,8.310945,2,2,96,1,5.2,369,1,2012,1,15608545
2500000,4,0,2.942355,6,1,98,1,6,48,0,2011,1,3358
35000000,4,0,7.759429,3,1,96,2,5.1,345,1,2012,1,2106557
8900000,2,0,7.663947,3,3,127,1,7.5,413,0,2012,0,29844753
5000000,3,1,1.608163,0,1,98,1,5.5,12,1,2010,1,31649
65000000,2,0,10.680331,7,2,149,1,6.7,1456,1,2012,1,275293450
120000000,4,0,26.080995,3,1,115,1,6.1,2641,1,2012,1,829000000
65000000,4,1,5.627787,2,1,93,2,5.3,573,1,2012,1,44806783
145000000,3,1,10.943775,1,1,97,2,7.1,1981,1,2012,1,306941670
12000000,3,1,8.435294,5,2,95,1,5.6,228,1,2012,1,66351
10000000,3,0,6.79497,6,3,118,1,6.1,300,1,2012,0,89237
33000000,3,0,7.859968,1,1,99,1,6.7,679,1,2012,0,140470746
30000000,5,1,3.835131,1,2,125,3,5,41,0,2011,0,108348
250000000,3,1,23.253089,4,2,169,1,7,8427,1,2012,1,1021103568
26350000,2,0,5.153138,3,2,94,2,4.9,69,1,2012,1,1576687
13000000,1,0,5.138409,0,1,95,1,5.6,14,1,2012,1,1832541
500000,2,1,1.162001,2,1,84,1,6.8,22,0,2012,1,116207
4437508,3,1,3.779077,1,1,155,1,7.2,84,0,2012,0,2804874
40000000,3,1,9.649303,3,1,157,2,6.7,1723,1,2012,1,132820716
20000000,4,0,10.999209,8,1,97,1,5.6,223,1,2012,0,4636169
35000000,3,0,10.430238,1,1,97,1,6.4,2698,1,2013,0,116980662
40000000,1,0,7.479014,2,1,95,1,5.4,287,1,2012,1,41863726
60000000,3,1,12.789812,4,1,130,1,6.3,3046,1,2012,1,218340595
100000000,2,1,19.785025,2,1,165,3,7.8,10297,1,2012,1,425368238
35000000,1,1,11.418802,1,1,134,1,5.6,909,1,2012,1,88058786
42000000,2,0,10.027434,9,2,113,4,7,2071,1,2012,0,180274123
61000000,3,1,13.52408,4,2,157,1,7.2,1925,1,2012,1,441809770
20000000,1,0,2.688548,1,1,112,1,5.4,32,1,2012,1,610792
11000000,3,0,6.93228,2,1,98,2,6.4,141,1,2012,0,59520298
5773100,1,1,4.290276,3,1,98,1,6.1,98,1,2010,1,18144030
25000000,1,0,11.746053,6,1,104,1,5.8,212,1,2012,1,119772232
15000000,1,0,7.06378,6,2,106,1,6,246,1,2012,0,8138788
3730500,3,0,5.311336,3,1,112,2,5.7,110,1,2012,0,6294161
2840000,1,0,3.611437,1,1,133,5,7.3,68,0,2012,0,11620000
20000000,2,0,7.214828,2,1,92,1,5.3,475,1,2013,0,47241945
60000000,4,1,8.581558,4,1,113,1,6.2,1805,1,2013,0,105200903
12000000,1,1,11.52128,4,1,90,1,5.2,69,1,2012,0,2521
20000000,3,0,13.132127,2,1,105,1,6.4,368,1,2012,0,1969193
2500000,2,1,6.531373,4,1,86,1,5.4,523,1,2013,0,60141683
15000000,1,1,16.018525,3,2,100,1,6,1452,1,2013,0,146497771
100000,2,0,8.003815,1,1,96,1,6.5,277,1,2013,1,444098
56000000,3,1,12.136158,9,1,109,1,5.7,601,1,2013,0,19701164
6300000,1,0,4.38806,6,2,101,1,5.7,84,1,2012,0,419953
3550000,1,1,2.700233,1,1,124,1,8,56,0,2011,1,48000000
6000000,1,0,10.895427,5,1,90,1,4.5,816,1,2013,0,32438988
35000000,2,0,13.963892,1,1,118,1,5.7,1467,1,2013,0,46216641
50000000,3,1,10.337211,6,2,88,1,5.7,3290,1,2013,0,224803475
13400000,3,1,1.223071,0,0,100,1,4.7,7,1,2010,1,16700000
6500000,2,1,6.53667,1,2,116,1,6.5,308,1,2013,1,2401510
900000,1,1,0.489328,1,2,97,1,6.8,6,1,2011,0,25000
60000000,4,0,7.37535,8,2,104,1,6.2,1094,1,2012,0,8106475
30000000,3,1,11.645847,4,1,106,2,6.4,1340,1,2013,0,63372757
35000000,2,1,7.321172,3,1,111,1,5.6,1667,1,2013,0,173965010
60000000,3,0,20.485203,4,1,124,1,5.6,1017,1,2013,0,60052138
92000000,2,1,12.471865,9,1,98,2,5.2,3519,1,2013,0,304654182
13000000,1,0,11.29356,4,1,93,1,5.7,748,1,2013,0,48065672
28000000,1,0,7.598422,2,1,115,2,6.9,840,1,2013,0,97594140
4000000,2,1,9.921433,7,3,96,3,5.1,45,0,2011,0,911466
1000000,1,1,6.373118,4,3,115,2,7.5,213,0,2012,0,444575
11500000,5,0,12.887287,3,1,114,1,5.1,139,1,2012,1,1402307
40000000,5,1,11.617481,3,2,89,1,5.7,337,1,2013,0,74597643
3000000,2,0,11.30324,5,2,108,3,7.3,583,1,2013,1,11176469
35000000,2,0,13.542675,5,2,112,2,5.8,1155,1,2013,0,42930462
3500000,3,0,26.972326,4,1,97,1,6.1,668,1,2013,0,25174316
300000,2,1,7.90622,4,1,88,2,7,113,1,2012,0,2750275
195000000,3,1,11.606061,6,1,114,1,5.5,2634,1,2013,0,197687603
5000000,2,0,5.874458,2,1,88,1,4.4,204,1,2013,0,15179302
130000000,4,1,10.560608,6,1,110,1,5.4,3045,1,2013,0,371876278
12000000,3,1,7.222816,3,1,99,1,6.5,895,1,2013,0,12077441
10000000,1,0,6.651567,3,1,99,1,5.5,120,1,2013,0,1034589
200000000,3,1,11.137329,2,1,130,1,5.7,3576,1,2013,0,491868548
135000000,5,1,14.757874,1,1,98,1,6.8,2447,1,2013,0,585178928
225000,2,1,0.466236,1,1,86,1,7.1,7,1,2012,1,111300
30000000,1,0,9.385769,3,1,100,1,5.3,732,1,2013,0,27437881
5000000,2,1,14.830235,8,2,94,1,5,1580,1,2013,0,31724284
5000000,1,0,6.757549,1,1,90,1,5.8,219,0,2013,0,11724119
13000000,2,1,8.611077,6,1,94,1,6.6,1275,1,2013,0,68572378
70000000,2,0,10.978188,2,1,120,2,6.2,3010,1,2013,0,161025640
15000000,2,1,7.492658,3,1,140,2,6.8,1689,1,2013,0,35485608
44000000,5,0,11.342024,4,1,125,1,6,1859,1,2013,0,63327201
6000000,2,0,8.278079,0,1,93,2,5,52,1,2011,0,5206
13000000,3,0,10.098539,1,1,107,1,5.5,307,1,2013,0,18000000
3900000,2,0,0.562097,1,1,199,2,6.7,10,0,2000,0,4900000
17000000,1,1,12.01525,3,1,91,1,6.4,1754,1,2013,1,97542952
20000000,4,0,7.876299,4,2,101,2,6.5,975,1,2013,0,24261569
8500000,3,0,7.67857,5,2,99,1,5.7,284,1,2013,0,9747
1200000,2,0,0.584397,1,1,85,1,3.9,7,1,2000,1,1404
120000000,4,1,14.654053,5,1,124,1,6.4,4862,1,2013,1,286168572
25000000,3,0,5.405958,9,2,113,1,4.8,61,1,2012,0,432274
40000000,1,0,11.637224,1,1,128,0,6.8,795,1,2013,1,95020213
5500000,2,1,4.711231,2,5,116,3,6.2,86,0,2012,0,10016934
10000000,2,1,12.18812,5,1,115,1,6.9,459,1,2012,0,3428048
20000000,1,0,14.27281,1,1,86,1,4.6,813,1,2013,1,78378744
25000000,3,1,9.218002,2,1,130,1,6.1,1595,1,2013,1,86175291
1200000,1,1,1.472463,2,1,114,2,6.3,25,1,2013,1,2861020
3860000,3,0,8.959821,6,2,130,3,6.3,280,0,2013,0,64076736
32000000,2,1,11.414048,4,1,107,1,6.2,2394,1,2013,1,126041322
200000000,3,1,23.721243,1,2,130,1,6.8,8951,1,2013,1,1215439994
6200000,1,0,1.077252,3,4,113,3,6.9,22,0,2010,0,4820000
40000000,2,0,6.475665,5,4,130,1,5.9,77,1,2011,1,5446000
10000000,1,0,7.881579,2,1,130,1,7,1080,1,2013,1,21587700
180000,2,1,0.437372,0,1,85,1,4,12,1,2011,1,175742
2500000,1,0,5.46567,2,1,102,1,4.4,91,1,2012,0,3003
105000000,2,0,17.598936,6,2,143,1,7.3,3885,1,2013,1,351040419
190000000,3,0,15.78129,4,1,132,1,7.4,4479,1,2013,1,467365246
58000000,1,1,0.393865,5,1,119,1,6.1,1691,1,2013,1,44000000
4800000,3,0,6.069475,5,5,90,2,5.6,886,1,2013,1,10337387
103000000,1,0,25.085639,2,1,100,1,6,2991,1,2013,1,362000072
160000000,3,1,1.657637,9,1,130,3,6.7,5282,1,2013,1,788679850
100000000,4,0,11.913405,2,1,102,1,6.4,1143,1,2013,1,268426634
11000000,2,0,9.166555,2,3,130,1,7.1,161,0,2013,1,10631747
31192,3,1,1.585713,0,1,89,1,6.3,26,1,2009,0,10000
1500000,2,1,9.981121,5,3,101,1,5.1,244,1,2012,0,1165882
23000000,2,0,7.339451,2,1,118,1,6.6,307,1,2013,1,15600000
2000000,2,0,8.367858,4,2,89,2,5.3,110,0,2012,0,58510
130000000,3,0,10.747642,3,1,100,1,5,2579,1,2013,1,243843127
75000000,2,0,17.852022,4,2,115,2,7.3,5635,1,2013,1,117698894
10000000,1,0,6.383512,3,1,92,1,6,234,1,2013,0,1585582
10000000,3,1,5.3584,6,1,109,2,6.4,132,0,2011,1,10759
500000,3,0,5.411012,1,1,93,1,5.5,28,1,2012,1,1000000
4600000,2,0,10.342737,3,1,103,1,7.1,695,1,2013,1,23198652
225000000,4,1,18.538834,5,2,143,1,6.5,6462,1,2013,1,662845518
35000000,1,0,6.651605,2,1,90,3,5.7,421,1,2013,1,21819348
3000000,3,0,23.207663,5,2,86,1,6,2498,1,2013,1,89328627
15000000,2,0,7.913029,2,1,90,1,5.3,1205,1,2013,1,19145732
200000000,2,0,16.267502,2,1,104,1,7,3622,1,2013,1,743559607
6000000,1,0,8.804658,4,2,89,1,5.9,322,1,2012,1,31081
180000000,3,1,33.949359,4,2,131,1,6.7,4903,1,2013,0,407602906
13500000,4,1,8.995603,6,1,124,1,7.7,719,1,2013,0,19255873
200000000,5,1,26.114917,7,2,116,1,6.7,5683,1,2013,1,531865000
115000000,4,0,15.232738,7,1,109,1,6.4,3510,1,2013,0,286140700
6000000,1,1,8.535611,7,1,93,1,7.4,149,1,2013,1,1066471
76000000,3,1,24.82355,2,1,98,1,7,4729,1,2013,1,970761885
150000000,3,0,9.920223,4,1,131,1,6.3,1910,1,2013,1,205366737
20000000,3,0,9.830382,4,1,109,1,6.7,1820,1,2013,0,46089287
20000000,2,1,8.801032,1,2,100,1,5.9,587,1,2013,1,8352885
43000000,3,0,12.706403,6,1,117,3,6.5,1595,1,2013,1,158674180
255000000,3,1,12.729104,6,1,149,1,5.9,2361,1,2013,0,89289910
2500000,3,1,8.098964,4,1,95,1,6.8,1074,1,2013,0,6854611
4600000,3,0,4.342418,1,1,186,1,7.3,62,0,2013,0,25000000
130000000,4,1,9.369679,3,1,96,1,5.4,1280,1,2013,0,61648500
13000000,2,1,14.90169,3,1,112,1,7.4,3169,1,2013,0,318000141
135000000,2,1,8.979753,1,1,96,1,6.1,1094,1,2013,0,282570682
120000000,4,1,3.918287,6,2,126,1,6.3,4110,1,2013,0,415440673
2000000,5,1,1.315237,2,1,128,1,7.1,24,0,2009,1,13500000
61000000,3,1,13.336512,4,1,109,2,6.6,1611,1,2013,0,131940411
2200000,1,0,1.789133,1,2,105,1,6.1,28,0,2012,1,208000000
18000000,2,0,12.61244,1,1,98,1,7,1126,1,2013,0,99206215
12400000,2,1,8.176134,14,1,142,4,7.3,745,0,2013,1,8371085
250000,2,1,4.281631,4,1,99,1,4.1,75,1,2013,0,56825
90000000,3,1,10.338222,6,1,106,1,5.9,1685,1,2013,0,174578751
105000000,4,1,10.640864,5,1,105,1,5.5,711,1,2013,0,347434178
4000000,1,1,10.130541,5,1,90,1,6.5,184,1,2013,0,9800000
5200000,2,0,6.700173,2,1,99,1,6.3,46,1,1990,1,2459895
25000000,2,0,11.829231,5,3,105,3,5.8,295,1,2013,0,2054941
37000000,2,1,18.474368,6,1,110,1,6.8,3053,1,2013,0,269994119
80000000,1,1,9.411725,3,1,100,1,5.8,1180,1,2013,0,246984278
28000000,3,0,13.570264,2,2,103,1,6.3,2275,1,2013,0,60700000
38000000,3,1,9.596377,3,1,119,1,6.2,2066,1,2013,0,98337295
50000000,4,0,11.604181,2,1,91,1,5.7,568,1,2013,0,219788712
7000000,1,0,0.861473,1,2,87,2,4.8,7,1,1988,1,136203
35000000,2,0,7.249581,9,2,106,1,5.6,358,1,2013,0,13785015
30000000,1,1,9.310866,7,1,126,4,7.7,720,0,2013,0,117932401
12000000,2,1,14.294019,4,1,128,1,6,1183,1,2013,0,35931410
60000000,6,1,14.336187,4,1,130,1,6.2,1649,1,2013,0,90565421
25000000,1,0,11.061894,6,1,132,1,7.2,1134,1,2013,0,115922175
1000000,1,1,9.769134,4,2,93,1,6.4,232,1,2013,0,2963902
12000000,3,0,11.213913,2,1,123,1,7.8,2140,1,2013,0,87100449
18000000,3,1,4.19356,2,1,141,2,6.5,91,0,2013,0,62000000
27220000,2,0,12.388833,9,1,105,1,6.1,473,1,2013,0,5496951
11000000,2,0,9.003792,9,1,94,1,4.9,229,1,2013,0,3639345
50,4,0,0.825042,3,1,98,3,7.8,5,1,1995,1,83
16000000,4,0,4.136356,3,1,120,2,6.4,49,0,2009,1,11301649
16000000,1,0,12.260159,9,2,100,1,6.1,296,1,2013,1,318982
5500000,2,0,6.507895,4,1,115,2,7.5,210,0,2013,0,99067206
18000000,2,1,13.224288,10,2,90,1,4.9,248,1,2013,0,10501938
105000000,3,1,18.50194,3,2,91,1,7.3,5879,1,2013,0,716392705
11000000,3,0,10.841891,3,2,93,1,6.7,688,1,2013,0,7847000
46000000,3,1,11.96262,3,1,153,1,7.9,3183,1,2013,0,122126687
22000000,3,0,6.760321,5,1,116,1,6.5,731,1,2013,1,15400000
4900000,2,0,8.076305,2,2,97,1,6.6,192,1,2013,0,2159041
38000000,2,0,10.63552,5,2,123,4,7.7,2310,1,2013,0,90247624
30000000,3,0,8.047735,7,2,111,1,6.1,1052,1,2013,0,36894225
1500000,2,1,7.081404,2,1,104,1,5.5,348,1,2013,0,3566225
5500000,3,0,1.250293,1,1,140,1,4.6,8,0,2013,0,47000000
20000000,2,0,5.0739,1,1,110,1,5.9,89,1,2013,0,16549477
11000000,1,0,1.305774,1,0,82,1,6.1,12,1,1992,0,1659542
12000000,2,0,11.160699,2,1,115,2,7.4,648,1,2013,0,17654912
18000000,1,0,5.229975,2,1,93,1,6.7,86,1,2013,0,7972967
7100000,3,0,2.78114,1,1,144,1,6.9,43,0,2013,0,18000000
30000000,3,1,8.864607,5,1,91,1,5.5,547,1,2013,0,62616646
4300000,2,0,4.938148,16,2,179,2,7.2,1114,0,2013,1,10165694
10000000,4,0,6.71518,3,1,94,1,5.8,128,1,2013,1,653651
1052753,2,0,2.934298,4,1,120,5,6.2,32,1,2013,1,466088
78000000,3,0,14.412061,2,1,95,1,6.4,936,1,2013,0,248384621
55000000,3,1,13.776068,1,1,134,2,7.6,2495,1,2013,1,95000000
12000000,3,0,9.251084,7,1,107,2,5.3,642,1,2013,0,15008161
5000000,3,0,14.970485,8,5,97,1,6.8,628,1,2013,0,9114264
15000000,3,1,0.758985,0,1,150,1,2.6,5,0,2008,1,3250000
8500000,1,0,5.590678,1,1,96,1,5.6,87,1,2013,0,22456509
100000,1,0,8.328705,6,1,86,1,5.5,94,1,2012,1,95000
50000000,2,1,14.191611,7,1,115,4,6.7,1688,1,2013,1,122915111
30000000,2,1,18.399055,3,1,100,1,5.8,1505,1,2013,1,82394288
28000000,2,0,10.850442,5,2,128,1,5.7,368,1,2013,1,8555008
25000000,3,0,14.723646,9,2,117,1,5,724,1,2013,1,71009334
20000000,2,0,30.316249,5,2,134,1,7.9,3787,1,2013,1,187000000
9000000,3,0,12.74965,6,1,106,1,6.6,679,1,2013,1,6108720
110000000,3,1,12.500305,6,1,114,1,6.6,2354,1,2013,1,125537191
15000000,1,0,8.000867,3,1,92,1,6,688,1,2013,1,151831537
170000000,3,1,34.905447,1,1,112,1,6.8,4873,1,2013,1,644571402
5000000,2,0,14.785719,4,1,117,2,7.9,2973,1,2013,0,55198285
103000,1,0,5.194433,2,1,104,1,6.9,92,0,2012,0,3623330
55000000,3,0,7.713231,2,1,91,1,5.7,259,1,2013,1,110000000
28000000,1,0,9.157369,5,1,105,1,6.4,813,1,2013,1,134402450
12000000,1,0,6.927182,6,1,98,1,7.4,588,1,2013,1,100129872
17000000,1,0,6.102021,1,1,123,1,6.7,110,1,2013,1,71625195
2159280,1,0,8.651053,9,4,80,1,7.1,262,0,2013,1,15298355
130000000,3,1,25.309139,2,1,146,1,7.4,6656,1,2013,1,847423452
250000000,2,1,20.644776,4,2,161,1,7.6,4633,1,2013,1,958400000
175000000,4,0,14.88937,5,1,119,2,5.9,1357,1,2013,1,150962475
26000000,1,0,13.548808,2,1,105,1,6.2,561,1,2013,1,51164106
13000000,3,0,5.849716,1,3,127,3,6.9,142,0,2012,0,18295
150000000,3,1,24.248243,2,1,102,1,7.3,5440,1,2013,1,1274219009
11000000,2,1,10.838063,3,3,105,1,7.2,845,1,2013,1,32935319
100000000,3,1,16.382422,5,1,180,2,7.9,6768,1,2013,1,392000694
22000000,2,0,9.896704,2,1,100,1,6.4,898,1,2013,1,43058898
35000000,2,0,11.318079,5,2,141,3,6.5,225,1,2013,1,27330000
25000000,2,0,6.954296,2,1,121,1,6.9,497,1,2013,1,74188937
110000,3,0,1.104156,1,1,165,1,6.9,6,0,2013,0,270000
7000000,2,0,5.799861,3,1,95,1,6,71,1,2013,0,6147
40000000,2,1,16.478036,3,1,138,1,6.8,2868,1,2013,1,251171807
90000000,4,0,8.684892,8,1,114,1,7,3213,1,2013,1,188133322
23000000,3,1,13.829515,2,2,126,1,7.9,4215,1,2013,1,47351251
40000000,4,1,10.855502,11,1,121,1,7.4,1549,1,2013,1,149295601
35000000,3,0,15.130888,5,3,125,1,7.3,1256,1,2013,1,112544580
90000000,3,1,3.394928,4,2,110,2,5.3,52,1,2010,1,16178959
5000000,1,1,1.740242,0,0,95,1,4.8,14,1,2013,1,388
30000000,4,0,7.882353,4,1,104,1,5.9,632,1,2013,1,4861022
1,1,1,0.230075,0,1,73,1,6,3,1,2012,0,2755584
50000000,1,0,7.600751,3,1,119,1,6,940,1,2013,1,173649015
39200000,3,1,14.131906,5,4,126,4,6.7,2910,0,2013,0,86758912
4620000,1,1,0.546165,2,1,115,1,5,6,0,2012,1,2395000
14000000,1,0,6.891823,4,1,87,1,5.5,139,1,2012,1,11417362
32000000,3,0,13.332387,6,1,155,1,7.2,365,1,2013,1,57284237
7200000,5,0,5.553737,2,3,99,1,6.3,23,1,1987,0,2300000
1800000,3,0,0.474578,0,0,93,1,5.6,8,0,2013,0,532269
40000000,1,0,11.655588,2,1,113,1,6,437,1,2013,1,44907260
1500000,4,1,3.106495,1,1,124,3,6.2,53,0,2004,0,12000000
5000000,2,0,8.898523,3,1,84,1,5.2,455,1,2014,0,86362372
1000000,2,0,10.766409,1,3,104,2,7.3,226,0,2013,0,4235151
12000000,1,0,4.726238,5,1,106,5,6.4,270,0,2014,0,21026290
2300000,2,0,1.050644,2,1,107,3,6.2,11,0,2013,0,4500000
22000000,3,0,14.347931,9,2,106,2,6,127,0,2013,0,24000000
18000000,2,0,6.099421,6,2,116,1,6.7,277,1,2013,1,22309223
15000000,2,0,5.348746,5,4,113,1,5.3,180,1,2013,0,21766271
25000000,2,0,9.895752,4,1,99,1,6.1,867,1,2014,0,153997819
60000000,3,0,11.234862,6,2,105,1,5.9,1194,1,2014,0,50549107
85000000,3,1,21.572585,2,1,139,1,6.9,4784,1,2014,0,288747895
50000000,2,0,10.409049,2,1,105,1,5,214,0,2012,1,48600000
7000000,1,0,10.591125,3,1,89,1,4.4,218,1,2014,0,36433975
10000000,3,0,1.942945,3,1,98,1,4.7,15,1,1990,1,22424195
2000000,1,1,3.880541,4,1,91,1,5.5,38,1,2014,1,48390
3500000,1,1,8.138622,3,1,79,2,7,234,1,2014,0,5155325
